name,department,,,,,,,,,,,,,,,,,,
 结节性脂肪坏死,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 结节性痒疹,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 男子雄激素源性秃发,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 无色性色素失调症,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 无汗症,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 全身性念珠菌病,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 千足虫灼伤,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 气球状细胞痣,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 发疱性甲虫皮炎,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 渗出性盘状苔...,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 单纯性雀斑样痣,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 单纯糠疹,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 单纯性紫癜,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 丹毒,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 多形性日光疹,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 多汗症,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 体癣,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 秃头,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 脱发,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 特发性滴状色...,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 化脓性汗腺炎,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 红斑,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 汗管瘤,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 高胡萝卜素血症,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 汞皮炎,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 铬及其化合物...,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 角化病,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 萎缩纹,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 物理性皮肤病,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 扁平疣,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 剥脱性皮炎型药疹,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 孢子丝菌病,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 剥脱性角质松解症,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 蜂螫伤,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 蜂窝织炎,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 痱子,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 洛博芽生菌病,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 立克次体痘,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 神经官能性表皮剥脱,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 手干裂,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 皮肤白喉,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 皮炎,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 铍及其化合物...,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 皮肤T细胞淋...,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 皮肤神经瘤,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 皮肤丝虫病,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 皮肤纤毛囊肿,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 皮肤松垂,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 皮肤瘙痒症,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 大疱性表皮松解,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 痤疮,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 虫咬皮炎,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 传染性脓疱病,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 传染性红斑,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 传染性软疣,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 传染性湿疹样皮炎,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 传染性单核细胞增多,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 藏毛囊肿,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 胎记,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 苔藓样结核疹,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 红皮性银屑病,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 汗孔角化病,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 花斑癣,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 黑布拉痒疹,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 过敏性荨麻疹,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 疖与疖病,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 肌注硬结感染,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 家族性进行性...,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 外阴湿疹,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 网状青斑,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 外源性光感性皮炎,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 白发症,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 瘢痕疙瘩,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 白癜风,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 斑秃,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 扁平苔癣,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 疱疹样湿疹,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 扁平苔藓,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 雀斑,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 摩擦性苔藓样疹,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 弥漫性掌跖角化病,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 放射性皮炎,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 类丹毒,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 老年性皮肤萎缩,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 老年褥疮,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 水疱性远端指炎,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 生长期脱发,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 皮肤弓形体病,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 皮肤猪囊尾蚴病,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 皮肤利什曼病,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 皮脂腺痣,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 褥疮,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 皮肤过敏,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 皮下脂质肉芽肿病,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 天疱疮,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 头皮痣,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 砣疣,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 脱发性毛囊炎,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 脱屑性红皮病,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 狐臭,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 光敏性皮炎,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 光泽苔藓,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 股癣,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 窝状角质松解症,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 外阴天疱疮,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 外阴象皮肿,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 斑状白化病,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 布氏杆菌红斑,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 鼻红粒病,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 白发,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 全身性发疹性...,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 面部播散性粟...,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 面部脓皮病,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 非梭状芽胞杆...,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 面部肉芽肿,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 理发师皮炎,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 冷球蛋白血症,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 落叶型天疱疮,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 粟丘疹,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 石棉状糠疹,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 色素性痒疹,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 皮肤念珠菌病,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 皮角,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 Pasini...,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 皮肤白斑,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 皮肤囊肿,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 疱疹样脓疱病,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 妊娠纹,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 日光角化病,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 人乳头瘤病毒感染,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 多发性斑状色...,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 多杀巴斯德杆菌病,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 对称性进行性...,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 肠病性肢皮炎综合征,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 锑及其化合物...,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 疼痛性脂肪疝,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 特发性皮肤钙化病,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 火激红斑,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 黑头粉刺痣,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 灰泥角化病,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 光线性弹力纤维病,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 接触性荨麻疹,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 结核性苔藓,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 外阴银屑病,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 念珠状红苔藓,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 念珠状发,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 泥螺-日光性皮炎,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 镍皮炎,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 表皮内嗜中性...,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 瘢痕性脱发,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 丘疹性荨麻疹,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 丘疹紫癜性手...,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 浅部急性淋巴...,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 曲霉菌病,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 毛囊角化病,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 钱币状掌跖角化病,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 毛囊脓疱病,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 柯萨奇病毒疹,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 里尔黑变病,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 虱病,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 渗出性多形红斑,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 色斑,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 皮肤病,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 疱疹样天疱疮,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 疱疹,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 皮脂缺乏症,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 皮肤肿瘤,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 乳头乳晕角化过度症,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 热性荨麻疹,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 乳房湿疹,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 蠕形螨病,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 毒鱼刺伤,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 杜波组织胞浆菌病,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 土肥对称性肢...,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 苔藓样念珠状疹,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 后天性大疱性...,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 厚皮性骨膜病,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 回旋形线状鱼鳞病,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 寒冷性荨麻疹,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 红蝴蝶疮,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 汗孔周围炎及...,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 假性黑棘皮病,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 急性蜂窝织炎,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 结节性血管炎,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 家族性良性天疱疮,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 进行性肢端黑变病,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 外阴丹毒,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 外阴赘生物,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 牛痘,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 脓疱性细菌疹,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 黏膜白色海绵状痣,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 镍及其化合物...,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 丘疹坏死性结核疹,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 漆所致皮肤病,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 浅表性皮肤脂肪瘤痣,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 毛囊性鱼鳞病,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 毛鞘棘皮瘤,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 毛囊性黏蛋白病,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 毛盘瘤,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 毛囊瘤,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 糠秕孢子菌毛囊炎,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 类固醇后脂膜炎,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 淋巴瘤样丘疹病,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 手汗症,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 丝状疣,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 皮下脂肪肉芽肿,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 皮肤蝇蛆病,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 皮肤卟啉病,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 皮脂腺增生,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 日光皮炎,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 瑞尔黑变病,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 融合性网状乳头瘤病,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 叠瓦癣,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 穿凿脓肿性头...,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 头皮脓疱糜烂性皮病,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 太田痣,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 抬头纹,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 体虱,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 寒冷性红斑,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 红皮病,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 光化性角化病,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 甲营养不良,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 外阴皮肤脂溢性皮炎,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 外阴神经性皮炎,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 尿黑酸尿与褐黄病,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 牛痘样水疱病,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 脓疱病,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 女子颜面黑变病,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 黏膜白斑,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 贝壳甲综合征,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 玻璃纤维引起...,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 钱币状湿疹,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 麻疹样红斑,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 木村网状肢端...,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 摩擦黑变病,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 毛状白斑,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 面颈部毛囊性...,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 慢性萎缩性肢皮炎,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 蓝痣,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 皮肤骨髓纤维化,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 皮肤穿入性毛...,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 皮肤癣菌病,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 皮肤淋巴细胞浸润症,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 葡萄球菌性烫...,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 PUVA雀斑样痣,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 日光性雀斑样痣,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 人为性皮炎,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 肉芽肿性唇炎,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 溶血性链球菌性坏疽,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 鹅掌风,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 多形红斑样皮疹,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 带状疱疹病毒...,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 楚尔盖分枝杆菌感染,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 糙皮病样皮疹,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 持久性色素异...,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 头虱,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 秃顶,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 烫伤,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 头部脂溢性皮炎,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 透明丝孢霉病,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 环状红斑,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 寒性荨麻疹,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 固定性药疹,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 钩虫皮炎,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 过敏性皮肤病,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 胶样粟丘疹,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 结节性筋膜炎,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 急性女阴溃疡,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 脓疱型银屑病,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 包涵囊肿,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 背痈,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 麦收皮炎,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 慢性乳头状溃...,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 弥漫性筋膜炎,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 毛囊周角化病,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 钒及其化合物...,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 脯肽酶缺乏症,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 口周皮炎,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 眶周色素沉着,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 卡波西水痘样疹,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 胼胝,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 皮肤B细胞淋...,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 皮肤疣,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 皮脂腺异位症,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 疱疹样皮炎,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 人工性荨麻疹,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 人蠕形螨病,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 皮脂囊肿病,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 耳湿疹,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 恶性蓝痣,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 冬季瘙痒症,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 胆碱能性荨麻疹,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 短暂性棘皮松...,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 多毛症,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 臭汗症,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 持久性豆状角...,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 迟发性皮肤卟啉病,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 持久性隆起性红斑,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 脆甲症,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 冲浪者结节,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 过敏性湿疹,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 更年期角化症,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 巨细胞病毒感染,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 急性浅表性包...,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 急性荨麻疹,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 表皮囊肿,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 播散性复发性...,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 变异性红斑角化病,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 变应性皮肤血管炎,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 表皮松解性棘皮瘤,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 表皮痣,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 播散性黄瘤伴尿崩症,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 螨皮炎,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 毛发红糠疹,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 慢性荨麻疹,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 贝克痣,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 暴发性痤疮,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 鲍温样丘疹病,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 匐行穿孔性弹...,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 复发性疱疹,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 颗粒细胞瘤,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 扩张孔,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 恶性雀斑样痣,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 冻疮,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 大疱性类天疱疮,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 持续性肢皮炎,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 尘螨过敏,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 成人痒疹,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 茶毛虫皮炎,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 过敏性皮炎,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
 斑状萎缩,皮肤性病科  皮肤科,,,,,,,,,,,,,,,,,,
